Time (s),Voltage (V)
-0.0007459999999999999,2.979997
-0.0007439999999999999,2.899997
-0.0007419999999999999,2.979997
-0.00074,2.899997
-0.0007379999999999999,2.979997
-0.0007359999999999999,2.979997
-0.0007339999999999998,2.899997
-0.0007319999999999999,2.979997
-0.00073,2.879997
-0.0007279999999999999,2.899997
-0.0007259999999999999,2.979997
-0.0007239999999999999,2.899997
-0.000722,2.979997
-0.0007199999999999999,2.979997
-0.0007179999999999999,2.899997
-0.0007159999999999998,2.899997
-0.0007139999999999999,2.979997
-0.000712,2.979997
-0.0007099999999999999,2.899997
-0.000708,2.979997
-0.0007059999999999999,2.879997
-0.0007039999999999999,2.899997
-0.0007019999999999999,2.979997
-0.0006999999999999999,2.899997
-0.0006979999999999999,2.979997
-0.0006959999999999999,2.899997
-0.000694,2.979997
-0.0006919999999999999,2.979997
-0.00069,2.879997
-0.0006879999999999999,2.979997
-0.0006859999999999999,2.879997
-0.0006839999999999999,2.899997
-0.0006819999999999999,2.979997
-0.0006799999999999999,2.899997
-0.0006779999999999999,2.999997
-0.000676,2.879997
-0.0006739999999999999,2.979997
-0.000672,2.979997
-0.0006699999999999999,2.879997
-0.0006679999999999999,2.979997
-0.0006659999999999999,2.879997
-0.0006639999999999999,2.979997
-0.0006619999999999999,2.879997
-0.0006599999999999999,2.899997
-0.000658,2.979997
-0.0006559999999999999,2.979997
-0.000654,2.899997
-0.0006519999999999999,2.979997
-0.00065,2.899997
-0.0006479999999999999,2.979997
-0.0006459999999999999,2.879997
-0.0006439999999999999,2.979997
-0.0006419999999999999,2.899997
-0.0006399999999999999,2.979997
-0.0006379999999999999,2.899997
-0.000636,2.979997
-0.0006339999999999999,2.899997
-0.000632,2.899997
-0.0006299999999999999,2.979997
-0.0006279999999999999,2.879997
-0.0006259999999999999,2.979997
-0.0006239999999999999,2.879997
-0.0006219999999999999,2.979997
-0.0006199999999999999,2.979997
-0.000618,2.899997
-0.0006159999999999999,2.899997
-0.000614,2.979997
-0.0006119999999999999,2.899997
-0.00061,2.979997
-0.0006079999999999999,2.979997
-0.0006059999999999999,2.879997
-0.0006039999999999999,2.879997
-0.0006019999999999999,2.979997
-0.0006,2.979997
-0.0005979999999999999,2.879997
-0.000596,2.979997
-0.0005939999999999999,2.879997
-0.000592,2.899997
-0.0005899999999999999,2.979997
-0.0005879999999999999,2.899997
-0.0005859999999999999,2.979997
-0.0005839999999999999,2.979997
-0.0005819999999999999,2.879997
-0.0005799999999999999,2.979997
-0.000578,2.879997
-0.0005759999999999999,2.979997
-0.000574,2.879997
-0.0005719999999999999,2.979997
-0.00057,2.899997
-0.0005679999999999999,2.979997
-0.0005659999999999999,2.879997
-0.0005639999999999999,2.979997
-0.0005619999999999999,2.879997
-0.00056,2.879997
-0.0005579999999999999,2.979997
-0.000556,2.979997
-0.0005539999999999999,2.879997
-0.000552,2.979997
-0.0005499999999999999,2.879997
-0.0005479999999999999,2.899997
-0.0005459999999999999,2.979997
-0.0005439999999999999,2.979997
-0.000542,2.879997
-0.0005399999999999999,2.979997
-0.000538,2.879997
-0.0005359999999999999,2.979997
-0.000534,2.879997
-0.0005319999999999999,2.979997
-0.0005299999999999999,2.879997
-0.0005279999999999999,2.979997
-0.0005259999999999999,2.879997
-0.0005239999999999999,2.979997
-0.0005219999999999999,2.879997
-0.00052,2.979997
-0.0005179999999999999,2.879997
-0.000516,2.979997
-0.0005139999999999999,2.879997
-0.000512,2.979997
-0.0005099999999999999,2.879997
-0.0005079999999999999,2.979997
-0.0005059999999999999,2.899997
-0.0005039999999999999,2.979997
-0.000502,1.499999
-0.0004999999999999999,1.459999
-0.000498,0.1799995
-0.0004959999999999999,0.1999995
-0.000494,-0.02000051
-0.0004919999999999999,0.05999949
-0.0004899999999999999,-0.06000051
-0.00048799999999999994,0.05999949
-0.0004859999999999999,-0.06000051
-0.00048399999999999995,-0.04000051
-0.0004819999999999999,0.05999949
-0.00047999999999999996,0.05999949
-0.0004779999999999999,-0.06000051
-0.00047599999999999997,0.05999949
-0.0004739999999999999,-0.06000051
-0.000472,-0.06000051
-0.00046999999999999993,0.05999949
-0.0004679999999999999,0.05999949
-0.00046599999999999994,-0.06000051
-0.0004639999999999999,-0.06000051
-0.00046199999999999995,0.05999949
-0.0004599999999999999,0.03999949
-0.00045799999999999997,-0.06000051
-0.0004559999999999999,0.05999949
-0.000454,-0.06000051
-0.00045199999999999993,0.05999949
-0.0004499999999999999,-0.06000051
-0.00044799999999999994,-0.06000051
-0.0004459999999999999,0.05999949
-0.00044399999999999995,-0.04000051
-0.0004419999999999999,0.05999949
-0.00043999999999999996,0.05999949
-0.0004379999999999999,-0.06000051
-0.00043599999999999997,0.05999949
-0.0004339999999999999,-0.06000051
-0.0004319999999999999,0.05999949
-0.00042999999999999994,-0.06000051
-0.0004279999999999999,-0.06000051
-0.00042599999999999995,0.05999949
-0.0004239999999999999,0.05999949
-0.00042199999999999996,-0.06000051
-0.0004199999999999999,0.05999949
-0.00041799999999999997,-0.06000051
-0.0004159999999999999,-0.04000051
-0.000414,0.05999949
-0.00041199999999999993,0.05999949
-0.0004099999999999999,-0.06000051
-0.00040799999999999994,0.05999949
-0.0004059999999999999,-0.06000051
-0.00040399999999999995,-0.06000051
-0.0004019999999999999,0.05999949
-0.00039999999999999996,0.05999949
-0.0003979999999999999,-0.06000051
-0.000396,0.05999949
-0.00039399999999999993,-0.06000051
-0.0003919999999999999,0.05999949
-0.00038999999999999994,-0.06000051
-0.0003879999999999999,-0.06000051
-0.00038599999999999995,0.03999949
-0.0003839999999999999,-0.06000051
-0.00038199999999999996,0.05999949
-0.0003799999999999999,-0.06000051
-0.00037799999999999997,0.05999949
-0.0003759999999999999,-0.04000051
-0.000374,0.05999949
-0.00037199999999999993,0.05999949
-0.0003699999999999999,-0.06000051
-0.00036799999999999995,-0.06000051
-0.0003659999999999999,0.05999949
-0.00036399999999999996,-0.06000051
-0.0003619999999999999,0.05999949
-0.00035999999999999997,-0.04000051
-0.0003579999999999999,0.05999949
-0.000356,-0.04000051
-0.00035399999999999993,0.05999949
-0.0003519999999999999,0.05999949
-0.00034999999999999994,-0.06000051
-0.0003479999999999999,-0.06000051
-0.00034599999999999995,0.05999949
-0.0003439999999999999,0.05999949
-0.00034199999999999996,-0.06000051
-0.0003399999999999999,0.05999949
-0.000338,-0.06000051
-0.00033599999999999993,0.05999949
-0.000334,-0.06000051
-0.00033199999999999994,0.05999949
-0.0003299999999999999,-0.06000051
-0.00032799999999999995,-0.06000051
-0.0003259999999999999,0.05999949
-0.00032399999999999996,0.05999949
-0.0003219999999999999,-0.06000051
-0.00031999999999999997,-0.04000051
-0.0003179999999999999,0.05999949
-0.000316,-0.06000051
-0.00031399999999999993,0.05999949
-0.0003119999999999999,-0.04000051
-0.00030999999999999995,0.05999949
-0.0003079999999999999,-0.06000051
-0.00030599999999999996,0.05999949
-0.0003039999999999999,-0.06000051
-0.00030199999999999997,0.05999949
-0.0002999999999999999,-0.06000051
-0.000298,0.05999949
-0.00029599999999999993,-0.06000051
-0.0002939999999999999,0.05999949
-0.00029199999999999994,-0.04000051
-0.0002899999999999999,0.05999949
-0.00028799999999999995,-0.06000051
-0.0002859999999999999,0.05999949
-0.00028399999999999996,-0.04000051
-0.0002819999999999999,0.05999949
-0.00028,-0.04000051
-0.0002779999999999999,0.05999949
-0.000276,0.05999949
-0.00027399999999999994,-0.06000051
-0.0002719999999999999,0.05999949
-0.00026999999999999995,-0.06000051
-0.0002679999999999999,0.05999949
-0.00026599999999999996,-0.06000051
-0.0002639999999999999,-0.06000051
-0.00026199999999999997,0.05999949
-0.0002599999999999999,-0.04000051
-0.000258,0.05999949
-0.00025599999999999993,0.05999949
-0.0002539999999999999,-0.04000051
-0.00025199999999999995,0.05999949
-0.0002499999999999999,-0.06000051
-0.00024799999999999996,0.05999949
-0.0002459999999999999,-0.06000051
-0.00024399999999999997,0.05999949
-0.00024199999999999992,-0.06000051
-0.00023999999999999998,0.05999949
-0.00023799999999999993,-0.06000051
-0.000236,-0.04000051
-0.00023399999999999994,0.05999949
-0.0002319999999999999,-0.04000051
-0.00022999999999999995,0.05999949
-0.0002279999999999999,0.05999949
-0.00022599999999999996,-0.06000051
-0.00022399999999999992,-0.04000051
-0.00022199999999999998,0.05999949
-0.00021999999999999993,0.05999949
-0.00021799999999999988,-0.06000051
-0.00021600000000000005,0.05999949
-0.000214,-0.06000051
-0.00021199999999999995,-0.04000051
-0.0002099999999999999,0.05999949
-0.00020799999999999985,0.05999949
-0.00020600000000000002,-0.06000051
-0.00020399999999999997,-0.04000051
-0.00020199999999999992,0.05999949
-0.00019999999999999987,0.05999949
-0.00019800000000000004,-0.06000051
-0.000196,0.05999949
-0.00019399999999999995,-0.04000051
-0.0001919999999999999,-0.04000051
-0.00018999999999999985,0.05999949
-0.00018800000000000002,0.05999949
-0.00018599999999999997,-0.06000051
-0.00018399999999999992,-0.06000051
-0.00018199999999999987,0.05999949
-0.00018000000000000004,0.05999949
-0.000178,-0.04000051
-0.00017599999999999994,-0.04000051
-0.0001739999999999999,0.05999949
-0.00017199999999999984,0.05999949
-0.00017,-0.06000051
-0.00016799999999999996,0.05999949
-0.00016599999999999991,-0.06000051
-0.00016399999999999987,-0.06000051
-0.00016200000000000003,0.05999949
-0.00015999999999999999,-0.06000051
-0.00015799999999999994,0.05999949
-0.0001559999999999999,0.05999949
-0.00015399999999999984,-0.06000051
-0.000152,0.05999949
-0.00014999999999999996,-0.06000051
-0.0001479999999999999,-0.04000051
-0.00014599999999999986,0.05999949
-0.00014400000000000003,-0.06000051
-0.00014199999999999998,0.05999949
-0.00013999999999999993,-0.04000051
-0.00013799999999999988,0.05999949
-0.00013599999999999984,-0.06000051
-0.000134,0.05999949
-0.00013199999999999996,0.03999949
-0.0001299999999999999,-0.04000051
-0.00012799999999999986,-0.04000051
-0.00012600000000000003,0.05999949
-0.00012399999999999998,-0.06000051
-0.00012199999999999993,0.05999949
-0.00011999999999999988,0.05999949
-0.00011800000000000005,-0.04000051
-0.000116,-0.04000051
-0.00011399999999999995,0.05999949
-0.0001119999999999999,0.05999949
-0.00010999999999999985,-0.06000051
-0.00010800000000000002,0.05999949
-0.00010599999999999997,-0.06000051
-0.00010399999999999993,0.05999949
-0.00010199999999999988,-0.06000051
-0.00010000000000000005,0.05999949
-9.8e-05,-0.06000051
-9.599999999999995e-05,0.05999949
-9.39999999999999e-05,-0.04000051
-9.199999999999985e-05,0.05999949
-9.000000000000002e-05,-0.06000051
-8.799999999999997e-05,-0.04000051
-8.599999999999992e-05,0.05999949
-8.399999999999987e-05,0.05999949
-8.200000000000004e-05,-0.06000051
-7.999999999999999e-05,-0.06000051
-7.799999999999994e-05,0.05999949
-7.59999999999999e-05,0.05999949
-7.399999999999985e-05,-0.06000051
-7.200000000000002e-05,0.05999949
-6.999999999999997e-05,-0.06000051
-6.799999999999992e-05,-0.04000051
-6.599999999999987e-05,0.05999949
-6.400000000000004e-05,0.05999949
-6.199999999999999e-05,-0.06000051
-5.999999999999994e-05,0.05999949
-5.799999999999989e-05,-0.06000051
-5.599999999999984e-05,-0.06000051
-5.400000000000001e-05,0.05999949
-5.199999999999996e-05,-0.06000051
-4.9999999999999914e-05,0.05999949
-4.7999999999999866e-05,-0.04000051
-4.6000000000000034e-05,0.05999949
-4.3999999999999985e-05,0.05999949
-4.199999999999994e-05,-0.06000051
-3.999999999999989e-05,0.05999949
-3.799999999999984e-05,-0.06000051
-3.600000000000001e-05,-0.06000051
-3.399999999999996e-05,0.05999949
-3.199999999999991e-05,-0.06000051
-2.9999999999999862e-05,0.05999949
-2.800000000000003e-05,0.05999949
-2.599999999999998e-05,-0.04000051
-2.3999999999999933e-05,-0.06000051
-2.1999999999999884e-05,0.05999949
-2.0000000000000052e-05,-0.04000051
-1.8000000000000004e-05,0.05999949
-1.5999999999999955e-05,-0.06000051
-1.3999999999999907e-05,0.05999949
-1.1999999999999858e-05,-0.04000051
-1.0000000000000026e-05,0.05999949
-7.999999999999978e-06,0.05999949
-5.999999999999929e-06,-0.06000051
-3.99999999999988e-06,-0.04000051
-2.0000000000000486e-06,1.439999
0.0,1.479999
2.0000000000000486e-06,2.759998
4.000000000000097e-06,2.739998
6.000000000000146e-06,2.959997
7.999999999999978e-06,2.879997
1.0000000000000026e-05,2.979997
1.2000000000000075e-05,2.879997
1.4000000000000123e-05,2.979997
1.5999999999999955e-05,2.979997
1.8000000000000004e-05,2.879997
2.0000000000000052e-05,2.899997
2.20000000000001e-05,2.999997
2.400000000000015e-05,2.979997
2.599999999999998e-05,2.879997
2.800000000000003e-05,2.979997
3.000000000000008e-05,2.899997
3.200000000000013e-05,2.979997
3.399999999999996e-05,2.879997
3.600000000000001e-05,2.899997
3.8000000000000056e-05,2.979997
4.0000000000000105e-05,2.899997
4.2000000000000154e-05,2.979997
4.3999999999999985e-05,2.899997
4.6000000000000034e-05,2.979997
4.800000000000008e-05,2.899997
5.000000000000013e-05,2.979997
5.199999999999996e-05,2.979997
5.400000000000001e-05,2.899997
5.600000000000006e-05,2.899997
5.800000000000011e-05,2.979997
5.999999999999994e-05,2.899997
6.199999999999999e-05,2.979997
6.400000000000004e-05,2.899997
6.600000000000009e-05,2.979997
6.800000000000013e-05,2.899997
6.999999999999997e-05,2.979997
7.200000000000002e-05,2.979997
7.400000000000006e-05,2.879997
7.600000000000011e-05,2.979997
7.799999999999994e-05,2.879997
7.999999999999999e-05,2.979997
8.200000000000004e-05,2.879997
8.400000000000009e-05,2.899997
8.600000000000014e-05,2.979997
8.799999999999997e-05,2.899997
9.000000000000002e-05,2.979997
9.200000000000007e-05,2.899997
9.400000000000012e-05,2.979997
9.599999999999995e-05,2.979997
9.8e-05,2.879997
0.00010000000000000005,2.979997
0.0001020000000000001,2.879997
0.00010400000000000014,2.899997
0.00010599999999999997,2.979997
0.00010800000000000002,2.979997
0.00011000000000000007,2.899997
0.00011200000000000012,2.899997
0.00011399999999999995,2.979997
0.000116,2.899997
0.00011800000000000005,2.999997
0.0001200000000000001,2.979997
0.00012200000000000015,2.879997
0.00012399999999999998,2.979997
0.00012600000000000003,2.879997
0.00012800000000000008,2.899997
0.00013000000000000012,2.979997
0.00013199999999999996,2.979997
0.000134,2.899997
0.00013600000000000005,2.899997
0.0001380000000000001,2.979997
0.00014000000000000015,2.899997
0.00014199999999999998,2.979997
0.00014400000000000003,2.979997
0.00014600000000000008,2.879997
0.00014800000000000013,2.899997
0.00014999999999999996,2.979997
0.000152,2.979997
0.00015400000000000006,2.899997
0.0001560000000000001,2.979997
0.00015799999999999994,2.899997
0.00015999999999999999,2.979997
0.00016200000000000003,2.879997
0.00016400000000000008,2.979997
0.00016600000000000013,2.879997
0.00016799999999999996,2.979997
0.00017,2.879997
0.00017200000000000006,2.899997
0.0001740000000000001,2.979997
0.00017599999999999994,2.899997
0.000178,2.979997
0.00018000000000000004,2.979997
0.0001820000000000001,2.899997
0.00018400000000000014,2.979997
0.00018599999999999997,2.879997
0.00018800000000000002,2.879997
0.00019000000000000006,2.979997
0.0001920000000000001,2.979997
0.00019399999999999995,2.899997
0.000196,2.979997
0.00019800000000000004,2.899997
0.0002000000000000001,2.979997
0.00020200000000000014,2.899997
0.00020399999999999997,2.979997
0.00020600000000000002,2.879997
0.00020800000000000007,2.979997
0.00021000000000000012,2.879997
0.00021199999999999995,2.979997
0.000214,2.879997
0.00021600000000000005,2.899997
0.0002180000000000001,2.979997
0.00022000000000000014,2.979997
0.00022199999999999998,2.899997
0.00022400000000000002,2.899997
0.00022600000000000007,2.999997
0.00022800000000000012,2.899997
0.00022999999999999995,2.979997
0.000232,2.979997
0.00023400000000000005,2.879997
0.0002360000000000001,2.979997
0.00023800000000000015,2.879997
0.00023999999999999998,2.899997
0.00024200000000000003,2.979997
0.00024400000000000008,2.899997
0.0002460000000000001,2.979997
0.00024799999999999996,2.979997
0.00025,2.879997
0.00025200000000000005,2.979997
0.0002540000000000001,2.879997
0.00025599999999999993,2.979997
0.000258,2.879997
0.00026000000000000003,2.979997
0.0002620000000000001,2.899997
0.00026400000000000013,2.899997
0.00026599999999999996,2.979997
0.000268,2.979997
0.00027000000000000006,2.899997
0.0002720000000000001,2.979997
0.00027399999999999994,2.879997
0.000276,2.979997
0.00027800000000000004,2.879997
0.0002800000000000001,2.979997
0.00028200000000000013,2.879997
0.00028399999999999996,2.979997
0.000286,2.899997
0.00028800000000000006,2.899997
0.0002900000000000001,2.979997
0.00029199999999999994,2.979997
0.000294,2.879997
0.00029600000000000004,2.879997
0.0002980000000000001,2.979997
0.00030000000000000014,2.979997
0.00030199999999999997,2.879997
0.000304,2.899997
0.00030600000000000007,2.979997
0.0003080000000000001,2.899997
0.00030999999999999995,2.979997
0.000312,2.979997
0.00031400000000000004,2.899997
0.0003160000000000001,2.979997
0.00031800000000000014,2.879997
0.00031999999999999997,2.979997
0.000322,2.879997
0.00032400000000000007,2.899997
0.0003260000000000001,2.979997
0.00032799999999999995,2.899997
0.00033,2.979997
0.00033200000000000005,2.899997
0.0003340000000000001,2.979997
0.00033600000000000014,2.979997
0.000338,2.879997
0.00034,2.979997
0.0003420000000000001,2.879997
0.0003440000000000001,2.899997
0.00034599999999999995,2.979997
0.000348,2.979997
0.00035000000000000005,2.899997
0.0003520000000000001,2.899997
0.00035399999999999993,2.979997
0.000356,2.979997
0.00035800000000000003,2.899997
0.0003600000000000001,2.979997
0.0003620000000000001,2.879997
0.00036399999999999996,2.899997
0.000366,2.979997
0.00036800000000000005,2.899997
0.0003700000000000001,2.979997
0.00037199999999999993,2.899997
0.000374,2.979997
0.00037600000000000003,2.899997
0.0003780000000000001,2.979997
0.00038000000000000013,2.899997
0.00038199999999999996,2.979997
0.000384,2.979997
0.00038600000000000006,2.879997
0.0003880000000000001,2.899997
0.00038999999999999994,2.979997
0.000392,2.979997
0.00039400000000000004,2.899997
0.0003960000000000001,2.979997
0.00039800000000000013,2.899997
0.00039999999999999996,2.979997
0.000402,2.899997
0.00040400000000000006,2.979997
0.0004060000000000001,2.899997
0.00040799999999999994,2.879997
0.00041,2.979997
0.00041200000000000004,2.879997
0.0004140000000000001,2.979997
0.00041600000000000014,2.979997
0.00041799999999999997,2.879997
0.00042,2.899997
0.00042200000000000007,2.979997
0.0004240000000000001,2.979997
0.00042599999999999995,2.899997
0.000428,2.979997
0.00043000000000000004,2.879997
0.0004320000000000001,2.979997
0.0004339999999999999,2.879997
0.00043599999999999997,2.979997
0.000438,2.899997
0.00044000000000000007,2.979997
0.0004420000000000001,2.899997
0.00044399999999999995,2.979997
0.000446,2.899997
0.00044800000000000005,2.979997
0.0004500000000000001,2.879997
0.00045199999999999993,2.979997
0.000454,2.879997
0.000456,2.879997
0.0004580000000000001,2.979997
0.0004600000000000001,2.979997
0.00046199999999999995,2.899997
0.000464,2.979997
0.00046600000000000005,2.899997
0.0004680000000000001,2.979997
0.00046999999999999993,2.899997
0.000472,2.979997
0.00047400000000000003,2.879997
0.0004760000000000001,2.979997
0.0004780000000000001,2.879997
0.00047999999999999996,2.979997
0.000482,2.879997
0.00048400000000000006,2.979997
0.0004860000000000001,2.899997
0.00048799999999999994,2.979997
0.00049,2.899997
0.000492,2.979997
0.0004940000000000001,2.879997
0.0004960000000000001,2.959997
0.000498,1.479999
0.0005,1.479999
0.0005020000000000001,0.1399995
0.0005040000000000001,0.2199995
0.0005059999999999999,-0.02000051
0.000508,0.07999949
0.00051,-0.04000051
0.0005120000000000001,-0.06000051
0.0005140000000000001,0.05999949
0.000516,-0.06000051
0.000518,0.05999949
0.0005200000000000001,-0.04000051
0.0005220000000000001,0.05999949
0.0005239999999999999,-0.04000051
0.000526,0.05999949
0.000528,0.05999949
0.0005300000000000001,-0.06000051
0.0005319999999999999,-0.06000051
0.000534,0.05999949
0.000536,0.05999949
0.0005380000000000001,-0.06000051
0.0005400000000000001,0.05999949
0.000542,-0.06000051
0.000544,-0.06000051
0.000546,0.05999949
0.0005480000000000001,-0.06000051
0.0005499999999999999,0.05999949
0.000552,-0.06000051
0.000554,0.05999949
0.0005560000000000001,-0.06000051
0.0005580000000000001,0.05999949
0.00056,-0.04000051
0.000562,0.05999949
0.000564,-0.06000051
0.0005660000000000001,0.05999949
0.0005679999999999999,0.05999949
0.00057,-0.06000051
0.000572,-0.06000051
0.0005740000000000001,0.05999949
0.0005760000000000001,0.05999949
0.000578,-0.06000051
0.00058,0.05999949
0.000582,-0.06000051
0.0005840000000000001,0.05999949
0.0005859999999999999,-0.06000051
0.000588,0.05999949
0.00059,-0.06000051
0.0005920000000000001,-0.06000051
0.0005940000000000001,0.05999949
0.000596,-0.06000051
0.000598,0.05999949
0.0006000000000000001,-0.06000051
0.0006020000000000001,0.05999949
0.0006039999999999999,0.03999949
0.000606,-0.06000051
0.000608,0.05999949
0.0006100000000000001,-0.06000051
0.0006120000000000001,-0.06000051
0.000614,0.05999949
0.000616,-0.06000051
0.0006180000000000001,0.05999949
0.0006200000000000001,0.05999949
0.0006219999999999999,-0.06000051
0.000624,-0.04000051
